id,name,ministry,department,description,benefitType,benefitAmount,benefitDescription,minAge,maxAge,gender,maxAnnualIncome,incomeCategoryAllowed,casteCategoryAllowed,employmentTypes,mustBeDisabled,mustBeWidow,mustBeStudent,mustBeFarmer,mustBeSeniorCitizen,mustHaveRationCard,isMinority,documentsRequired,schemeLevel,applicationLink
majhi-ladki-bahin,""Mukhyamantri Majhi Ladki Bahin Yojana"",Maharashtra Government,,Financial assistance to women for empowerment and nutrition,subsidy,18000,Monthly transfer of INR 1500 to women beneficiaries,21,65,female,250000,,,,false,false,false,false,false,false,false,Aadhaar Card|Income Certificate|Residence Proof|Bank Account,state,https://ladakibahin.maharashtra.gov.in/
mahayojna-sambal,Sambal 2.0 Yojana,Madhya Pradesh Government,Department of Labour,Social security cover for unorganized sector workers,other,400000,""Ex-gratia assistance for death, disability, and maternity benefits"",18,60,any,,BPL,,,true,false,false,false,false,false,false,Samagra ID|Aadhaar Card|Labour Registration,state,https://sambal.mp.gov.in/
odop-financial-assistance,One District One Product (ODOP) Assistance,Uttar Pradesh Government,Department of MSME,Support for traditional industries under the ODOP initiative,loan,2500000,""Subsidy on bank loans for setting up ODOP units"",18,,any,,,,,false,false,false,false,false,false,false,Project Report|Aadhaar Card|Category Certificate,state,https://odopup.in/
gruha-jyothi-scheme,Gruha Jyothi Scheme,Karnataka Government,Department of Energy,Providing free electricity to residential households,subsidy,,Free electricity up to 200 units per month,,,any,,,,,false,false,false,false,false,false,false,Electricity Bill|Consumer ID|Aadhaar Card,state,https://sevasindhugs.karnataka.gov.in/
lakshmir-bhandar,Lakshmir Bhandar,West Bengal Government,Department of Women and Child Development,Financial support to female heads of household,subsidy,12000,Monthly cash transfer of 1000 for General and 1200 for SC/ST,25,60,female,,,,,false,false,false,false,false,false,false,Swasthya Sathi Card|Aadhaar Card|Caste Certificate,state,https://socialsecurity.wb.gov.in/
subhadra-yojana,Subhadra Yojana,Odisha Government,Department of Women and Child Development,Financial assistance to women for livelihood and nutrition,subsidy,10000,Annual financial assistance of INR 10000 in two installments,21,60,female,,,,,false,false,false,false,false,false,false,Aadhaar Card|Ration Card|Bank Passbook,state,https://subhadra.odisha.gov.in/
pudhumai-penn-scheme,Pudhumai Penn Scheme,Tamil Nadu Government,Department of Higher Education,Monthly financial assistance to girls for higher education,scholarship,12000,Monthly stipend of 1000 till completion of degree/diploma,17,23,female,,,,,false,false,true,false,false,false,false,School Study Certificate|Admission Proof|Aadhaar Card,state,https://www.pudhumaipenn.tn.gov.in/
yuvashree-scheme,Yuvashree Scheme,West Bengal Government,Department of Labour,Unemployment assistance for youth enrolled in employment bank,subsidy,18000,Monthly unemployment allowance of INR 1500,18,45,any,,,,,false,false,false,false,false,false,false,Employment Bank ID|Educational Proof|Aadhaar Card,state,https://employmentbankwb.gov.in/
chiranjeevi-swasthya,Mukhya Mantri Chiranjeevi Swasthya Bima,Rajasthan Government,Department of Medical and Health,Health insurance for families in Rajasthan,healthcare,2500000,Health insurance cover up to 25 Lakh per family per year,,,any,,BPL|SC|ST|LIG,,,false,false,false,false,false,false,false,Jan Aadhaar Card|Ration Card|Aadhaar Card,state,https://chiranjeevi.rajasthan.gov.in/
mahila-utkarsh-yojana,Mukhyamantri Mahila Utkarsh Yojana,Gujarat Government,Department of Women and Child Development,Interest-free loans to women's groups,loan,100000,Interest-free loan of 1 Lakh to Sakhi Mandals/Joint Liability Groups,18,60,female,,,,,false,false,false,false,false,false,false,Group Registration|Aadhaar Card|Bank Details,state,https://mmuy.gujarat.gov.in/
karunya-health-scheme,Karunya Health Kiranam,Kerala Government,Health and Family Welfare Department,Financial assistance for treatment of major diseases,healthcare,200000,Cashless treatment for life-threatening diseases,,,any,,BPL|LIG,,,false,false,false,false,false,false,false,Aadhaar Card|Ration Card|Income Certificate,state,https://sha.kerala.gov.in/karunya-benevolent-fund/
annapoorna-food-packets,Annapoorna Food Packet Scheme,Rajasthan Government,Department of Food and Civil Supplies,Provision of essential food items at free of cost,subsidy,,Monthly food packets with oil pulses spices and salt,,,any,,NFSA|BPL,,,false,false,false,false,false,true,false,Jan Aadhaar Card|Ration Card,state,https://food.rajasthan.gov.in/
kanda-pension,Kanda Pension (Old Age),Himachal Pradesh Government,Department of Social Justice and Empowerment,Social security pension for elderly citizens,pension,18000,Monthly pension of INR 1500 for those above 70 years,60,,any,,,,,false,false,false,false,true,false,false,Age Proof|Aadhaar Card|Bank Details,state,https://edistrict.hp.gov.in/
mai-bhago-scheme,Mai Bhago Istri Shakti Scheme,Punjab Government,Department of Cooperation,Empowerment of women through cooperative societies and loans,loan,25000,""Low-interest loans for income generation activities through SHGs"",18,,female,,,,,false,false,false,false,false,false,false,SHG ID|Aadhaar Card|Residence Proof,state,https://punjab.gov.in/
manav-garima-yojana,Manav Garima Yojana,Gujarat Government,Social Justice and Empowerment Department,Assistance to artisans for purchasing tools and equipment,subsidy,28000,Financial assistance for toolkits in 28 different occupations,18,60,any,120000,SC|ST|OBC,,,false,false,false,false,false,false,false,Aadhaar Card|Caste Certificate|Income Certificate|Experience Certificate,state,https://sje.gujarat.gov.in/
sant-ravidas-shiksha,Sant Ravidas Shiksha Sahayata Yojana,Uttar Pradesh Government,Labour Department,Scholarships for children of registered construction workers,scholarship,12000,""Annual scholarship from class 1 to post-graduation"",6,25,any,,,,,false,false,true,false,false,false,false,Labour Card|Marksheet|Aadhaar Card,state,https://upbocw.in/
bihar-student-credit-card,Bihar Student Credit Card Scheme,Bihar Government,Education Department,Loan for higher education for students from Bihar,loan,400000,""Loan up to 4 Lakh at 1% simple interest for males and 0% for females/disabled"",18,25,any,,,,,false,false,true,false,false,false,false,12th Marksheet|Aadhaar Card|Admission Proof|Bank Passbook,state,https://www.7nischay-yuvaupmission.bihar.gov.in/
ladli-social-security,Ladli Social Security Allowance,Haryana Government,Social Justice and Empowerment Department,Financial assistance to parents having only girl child,subsidy,33000,Monthly allowance of INR 2750 per family,45,60,any,,,,,false,false,false,false,false,false,false,Birth Certificate of Girls|Aadhaar Card|Residence Proof,state,https://socialjusticehry.gov.in/
swavalamban-pension,Swavalamban Pension (Disability),Tripura Government,Social Welfare Department,Social security for persons with disabilities,pension,12000,Monthly pension of INR 1000 for persons with 40% or more disability,10,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|BPL Card|Aadhaar Card,state,https://socialwelfare.tripura.gov.in/
pension-paritoshik,Old Age Pension Paritoshik,Delhi Government,Department of Social Welfare,Financial support to senior citizens in Delhi,pension,30000,Monthly pension of INR 2000 to 2500 based on age,60,,any,100000,,,,false,false,false,false,true,false,false,Age Proof|Income Certificate|Aadhaar Card|Residence Proof,state,https://edistrict.delhigovt.nic.in/
mukhya-mantri-madhu-vikas,Mukhya Mantri Madhu Vikas Yojana,Himachal Pradesh Government,Horticulture Department,Promoting beekeeping for enhancing income of farmers,subsidy,,80% subsidy on beehives and equipment,,,any,,,,,farmer,false,false,false,true,false,false,false,Farmer Registration|Aadhaar Card|Land Records,state,https://hpagrisnet.gov.in/
yuvashakti-card,Yuvashakti Card,Goa Government,Directorate of Higher Education,Digital card for students to access various government services and benefits,other,,Access to discounts on books travel and educational materials,18,25,any,,,,,false,false,true,false,false,false,false,Student ID|Aadhaar Card|Goa Residence Proof,state,https://dhe.goa.gov.in/
mukhya-mantri-maitri-yojana,Mukhya Mantri Maitri Yojana,Sikkim Government,Social Welfare Department,Financial assistance to single women and widows,subsidy,24000,Monthly financial assistance of INR 2000,18,,female,,BPL,,,false,true,false,false,false,true,false,Widow Certificate|BPL Card|Aadhaar Card,state,https://sikkim.gov.in/
shakti-vandan-yojana,Shakti Vandan Yojana,Chhattisgarh Government,,Assistance to women for social and economic empowerment,subsidy,12000,Monthly cash assistance for health and nutrition,21,,female,,,,,false,false,false,false,false,false,false,Aadhaar Card|Ration Card|Bank Passbook,state,https://cgstate.gov.in/
mukhyamantri-u-shiksha,Mukhyamantri Uchchatar Shiksha Chhatravriti,Rajasthan Government,Higher Education Department,Scholarships for meritorious students from low income families,scholarship,5000,INR 500 per month for 10 months in a year,17,23,any,250000,,,,false,false,true,false,false,false,false,12th Marksheet|Income Certificate|Aadhaar Card,state,https://hte.rajasthan.gov.in/
pension-for-widows,Widow Pension Scheme,Uttarakhand Government,Social Welfare Department,Financial help to widows for their livelihood,pension,18000,Monthly pension of INR 1500,18,,female,48000,,,,false,true,false,false,false,false,false,Death Certificate of Husband|Income Certificate|Aadhaar Card,state,https://socialwelfare.uk.gov.in/
vridhavastha-pension,Vridhavastha Pension (UP),Uttar Pradesh Government,Social Welfare Department,Pension for elderly citizens belonging to BPL families,pension,12000,Monthly pension of INR 1000,60,,any,56460,BPL,,,false,false,false,false,true,false,false,Age Proof|BPL Card|Aadhaar Card|Bank Passbook,state,https://sspy-up.gov.in/
divyangjan-pension,Divyangjan Pension Scheme (UP),Uttar Pradesh Government,Divyangjan Sashaktikaran Department,Monthly financial aid for persons with disabilities,pension,12000,Monthly pension of INR 1000 for persons with min 40% disability,18,,any,46080,,,,true,false,false,false,false,false,false,Disability Certificate|Income Certificate|Aadhaar Card,state,https://sspy-up.gov.in/
medhabi-scholarship,Medhabi Scholarship Scheme,Odisha Government,Higher Education Department,Merit scholarship for students pursuing higher education,scholarship,10000,INR 10000 per year for degree and professional courses,18,,any,600000,,,,false,false,true,false,false,false,false,Marksheet|Income Certificate|Aadhaar Card|Admission Proof,state,https://scholarship.odisha.gov.in/
pension-viklang,Viklang Pension (Bihar),Bihar Government,Social Welfare Department,Social security for disabled residents of Bihar,pension,4800,Monthly pension of INR 400 for persons with 40% or more disability,,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|BPL Card|Aadhaar Card,state,https://socialwelfare.bihar.gov.in/
mukhya-mantri-parivar-samridhi,Mukhya Mantri Parivar Samridhi Yojana,Haryana Government,,Social security and insurance benefits to eligible families,other,6000,INR 6000 per year provided as social security installments,18,60,any,180000,BPL|EWS,,,false,false,false,false,false,false,false,Family ID (PPP)|Aadhaar Card|Bank Details,state,https://cmparivarsamridhi.haryana.gov.in/
yashaswini-scheme,Yashaswini Health Insurance Scheme,Karnataka Government,Department of Cooperation,Health insurance for members of cooperative societies and their families,healthcare,,Cashless treatment in empaneled hospitals for major surgeries,,,any,,,,,false,false,false,false,false,false,false,Cooperative Society Membership|Aadhaar Card,state,https://sahakara.kar.gov.in/yashaswini.html
telangana-dalit-bandhu,Dalit Bandhu Scheme,Telangana Government,,Direct benefit transfer for entrepreneurship among SC families,subsidy,1000000,One-time grant of 10 Lakh for setting up a business enterprise,18,,any,,,,,false,false,false,false,false,false,false,SC Certificate|Aadhaar Card|Business Plan,state,https://dalitbandhu.telangana.gov.in/
pension-vridha-punjab,Old Age Pension Punjab,Punjab Government,Social Security and Women and Child Development,Financial security for elderly in Punjab,pension,18000,Monthly pension of INR 1500,65,100,any,60000,,,,false,false,false,false,true,false,false,Aadhaar Card|Age Proof|Income Proof,state,https://sswcd.punjab.gov.in/
kalaignar-breakfast-scheme,Kalaignar Breakfast Scheme,Tamil Nadu Government,,Free breakfast for students in government primary schools,healthcare,,Free nutritious breakfast to students of class 1 to 5,6,11,any,,,,,false,false,true,false,false,false,false,N/A - School Based,state,https://www.tn.gov.in/
mukhyamantri-kisan-sahay,Mukhyamantri Kisan Sahay Yojana,Gujarat Government,,Crop insurance like assistance for farmers during natural calamities,subsidy,,Financial assistance for crop loss above 33% due to rain/drought,18,,any,,,,,farmer,false,false,false,true,false,false,false,Land Records|Aadhaar Card|Farmer ID,state,https://ikhedut.gujarat.gov.in/
vidya-deevena,Jagananna Vidya Deevena,Andhra Pradesh Government,Department of Higher Education,Full fee reimbursement for students from low income families,scholarship,,Full tuition fee reimbursement for polytechnic degree and engineering,18,25,any,,BPL|SC|ST|OBC|Kapu,,,false,false,true,false,false,true,false,College ID|Aadhaar Card|Ration Card|Income Certificate,state,https://jagananna-vidyadeevena.ap.gov.in/
vasathi-deevena,Jagananna Vasathi Deevena,Andhra Pradesh Government,Department of Higher Education,Financial assistance for hostel and mess charges of students,scholarship,20000,INR 20000 per year for degree and professional students,18,25,any,,BPL|SC|ST|OBC,,,false,false,true,false,false,true,false,Hostel Proof|Aadhaar Card|Ration Card,state,https://jagananna-vasathideevena.ap.gov.in/
pension-for-widows-jk,Widow Pension Scheme (J&K),Jammu and Kashmir Government,Social Welfare Department,Pension for widows residing in Jammu and Kashmir,pension,12000,Monthly pension of INR 1000,18,,female,,BPL,,,false,true,false,false,false,true,false,Widow Certificate|BPL Card|Aadhaar Card,state,https://jkswd.jk.gov.in/
ladli-social-security-haryana,Ladli Social Security Allowance,Haryana Government,Social Justice and Empowerment Department,Pension for parents with only girl child,pension,33000,Monthly allowance of 2750 for parents after age 45,45,60,any,,,,,false,false,false,false,false,false,false,Age Proof|Aadhaar Card|Residence Proof|Birth Certificates of Girls,state,https://socialjusticehry.gov.in/
swasthya-bhima-odisha,Biju Swasthya Kalyan Yojana (BSKY),Odisha Government,Health and Family Welfare Department,Health insurance for almost all families in Odisha,healthcare,500000,Cashless medical treatment up to 5 Lakh and 10 Lakh for women members,,,any,,BPL|RSBY|NFSA,,,false,false,false,false,false,true,false,BSKY Health Card|Ration Card|Aadhaar Card,state,https://bsky.odisha.gov.in/
up-shramik-kanyadan,UP Shramik Kanyadan Yojana,Uttar Pradesh Government,Labour Department,Financial aid for marriage of daughters of construction workers,subsidy,51000,One-time financial assistance of INR 51000 for marriage,18,,female,,,,,false,false,false,false,false,false,false,Labour Card|Marriage Card|Aadhaar Card|Bank Passbook,state,https://upbocw.in/
pension-to-disabled-telangana,Disabled Pension (Telangana),Telangana Government,Society for Elimination of Rural Poverty,Financial assistance to persons with disabilities,pension,36192,Monthly pension of INR 3016,1,,any,,BPL,,,true,false,false,false,false,true,false,SADAREM Certificate|Aadhaar Card|BPL Card,state,https://www.aasara.telangana.gov.in/
mukhya-mantri-atmanirbhar-assam,Mukhya Mantri Atmanirbhar Asom,Assam Government,Employment and Skill Development,Financial support for self-employment in Assam,loan,200000,""Grant of 1 Lakh and loan of 1 Lakh at low interest for youth"",21,45,any,,,,,false,false,false,false,false,false,false,Educational Qualification|Aadhaar Card|Business Plan,state,https://mmaa.assam.gov.in/
svayem-scheme,Re-SVAYEM Scheme,Assam Government,Finance Department,Seed money for self-employment through SHGs and individuals,subsidy,50000,One-time grant of INR 50000 for starting business activities,18,40,any,,,,,false,false,false,false,false,false,false,Identity Proof|Bank Account|Project Proposal,state,https://finance.assam.gov.in/
rajasthan-laptop-vitran,Rajasthan Free Laptop Distribution,Rajasthan Government,Education Department,Laptops for meritorious students of class 8 10 and 12,other,,Free laptop for top rank holders in board exams,14,18,any,,,,,false,false,true,false,false,false,false,Board Exam Marksheet|School ID|Aadhaar Card,state,https://education.rajasthan.gov.in/
up-free-tablet-smartphone,UP Free Tablet Smartphone Yojana,Uttar Pradesh Government,Department of IT and Electronics,Providing digital devices to students for technical education,other,,Free tablet or smartphone for students in degree/diploma courses,18,25,any,,,,,false,false,true,false,false,false,false,College ID|Aadhaar Card|Marksheet,state,https://digishakti.up.gov.in/
kanyashree-prakalpa-k3,Kanyashree K3 Scholarship,West Bengal Government,Department of Higher Education,Scholarship for Kanyashree girls pursuing postgraduate studies,scholarship,30000,""Monthly 2000 to 2500 based on stream (Arts/Science)"",21,25,female,,,,,false,false,true,false,false,false,false,K2 ID|Graduate Marksheet|Admission Proof,state,https://svmcm.wbhed.gov.in/
shravan-bal-yojana,Shravan Bal Seva Rajya Nivruttivetan,Maharashtra Government,Social Justice and Special Assistance,Pension for elderly citizens of Maharashtra,pension,12000,Monthly pension of INR 1000 for those above 65 years,65,,any,21000,BPL,,,false,false,false,false,true,true,false,Age Proof|Income Certificate|Ration Card|Aadhaar,state,https://sjsa.maharashtra.gov.in/
sanjay-gandhi-niradhar,""Sanjay Gandhi Niradhar Anudan Yojana"",Maharashtra Government,,Financial assistance to destitute persons and families,pension,12000,Monthly pension of 1000 for single and 1500 for families,18,65,any,21000,BPL,,,true,true,false,false,false,true,false,Age Proof|Medical Certificate|Aadhaar Card,state,https://sjsa.maharashtra.gov.in/
pension-for-landless-odisha,Madhu Babu Pension Yojana (MBPY),Odisha Government,Social Security and Empowerment of PwDs,Financial support for elderly widows and disabled,pension,12000,Monthly pension of INR 1000 for age 60+ and 1200 for 80+,60,,any,,BPL,,,true,true,false,false,true,true,false,Aadhaar Card|Voter ID|Disability Certificate,state,https://ssepd.gov.in/
vridha-pension-rajasthan,Old Age Pension (Rajasthan),Rajasthan Government,Social Justice and Empowerment Department,Financial aid for senior citizens in Rajasthan,pension,12000,Monthly pension of INR 1000 for those above 58 (female) or 60 (male),58,,any,48000,,,,false,false,false,false,true,false,false,Age Proof|Jan Aadhaar Card|Income Certificate,state,https://ssp.rajasthan.gov.in/
pension-widow-rajasthan,Widow Pension (Rajasthan),Rajasthan Government,Social Justice and Empowerment Department,Monthly financial aid to widows for their welfare,pension,12000,Monthly pension of 1000 for age 18-75 and 1500 for age 75+,18,,female,48000,,,,false,true,false,false,false,false,false,Death Certificate of Husband|Jan Aadhaar Card|Income Certificate,state,https://ssp.rajasthan.gov.in/
pension-disabled-rajasthan,Disabled Pension (Rajasthan),Rajasthan Government,Social Justice and Empowerment Department,Monthly assistance for persons with special needs,pension,12000,Monthly pension of INR 1000 for persons with 40% or more disability,,,any,60000,,,,true,false,false,false,false,false,false,Disability Certificate|Jan Aadhaar Card|Aadhaar Card,state,https://ssp.rajasthan.gov.in/
mukhya-mantri-krushi-udyog,Mukhya Mantri Krushi Udyog Yojana,Odisha Government,Department of Agriculture,Financial assistance for setting up commercial agri-enterprises,subsidy,5000000,""Capital investment subsidy up to 50 Lakh (40-50% of cost)"",18,,any,,,,,farmer,false,false,false,true,false,false,false,Project Report|Aadhaar Card|Land Records,state,https://www.apicol.nic.in/
chhattisgarh-kisan-nyay,Rajiv Gandhi Kisan Nyay Yojana,Chhattisgarh Government,Department of Agriculture,Income support to farmers for crop production,subsidy,10000,Financial assistance of INR 9000 to 10000 per acre per year,,,any,,,,,farmer,false,false,false,true,false,false,false,Land Records|Girdawari|Aadhaar Card,state,https://rgkny.cg.nic.in/
mukhya-mantri-shilp-sahay,Mukhya Mantri Shilp Sahay Yojana,Bihar Government,Industries Department,Financial aid and training for traditional artisans,subsidy,20000,One-time grant for purchase of modern tools and raw materials,18,50,any,,,,,false,false,false,false,false,false,false,Artisan ID|Aadhaar Card|Bank Details,state,https://industries.bih.nic.in/
mukhya-mantri-samiti-sahay,Mukhya Mantri Samiti Sahay Yojana,Bihar Government,Cooperative Department,Strengthening PACs and cooperative societies in Bihar,other,,Funding for infrastructure and working capital of societies,,,any,,,,,false,false,false,false,false,false,false,Society Registration|Aadhaar Card|PAN Card,state,https://cooperative.bih.nic.in/
manjhi-ladki-behan-maha,Mukhyamantri Majhi Ladki Bahin (Maharashtra),Maharashtra Government,,Welfare and nutrition scheme for women in Maharashtra,subsidy,18000,Monthly financial assistance of INR 1500 to women beneficiaries,21,65,female,250000,,,,false,false,false,false,false,false,false,Aadhaar Card|Income Certificate|Residence Proof,state,https://ladakibahin.maharashtra.gov.in/
pension-old-age-ap,YSR Pension Kanuka (Old Age),Andhra Pradesh Government,Department of Rural Development,Social security pension for elderly in Andhra Pradesh,pension,36000,Monthly pension of INR 3000,60,,any,,BPL,,,false,false,false,false,true,true,false,Aadhaar Card|Age Proof|Ration Card,state,https://sspensions.ap.gov.in/
pension-widow-ap,YSR Pension Kanuka (Widow),Andhra Pradesh Government,Department of Rural Development,Financial assistance for widows in Andhra Pradesh,pension,36000,Monthly pension of INR 3000,18,,female,,BPL,,,false,true,false,false,false,true,false,Death Certificate of Husband|Aadhaar Card|Ration Card,state,https://sspensions.ap.gov.in/
pension-disabled-ap,YSR Pension Kanuka (Disabled),Andhra Pradesh Government,Department of Rural Development,Financial support for persons with disabilities,pension,36000,Monthly pension of INR 3000 for persons with 40% or more disability,,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|Ration Card,state,https://sspensions.ap.gov.in/
kanya-vivah-bihar,Mukhya Mantri Kanya Vivah Yojana,Bihar Government,Department of Social Welfare,Financial assistance for marriage of girls from BPL families,subsidy,5000,One-time financial assistance of INR 5000 for marriage,18,,female,,BPL,,,false,false,false,false,false,true,false,BPL Card|Marriage Invitation|Aadhaar Card,state,https://socialwelfare.bihar.gov.in/
pension-to-weavers-ap,YSR Pension Kanuka (Weaver),Andhra Pradesh Government,,Pension for handloom weavers in Andhra Pradesh,pension,36000,Monthly pension of INR 3000,50,,any,,BPL,,,false,false,false,false,false,true,false,Weaver ID|Aadhaar Card|Age Proof,state,https://sspensions.ap.gov.in/
pension-to-fishermen-ap,YSR Pension Kanuka (Fishermen),Andhra Pradesh Government,,Social security for fishermen families in Andhra Pradesh,pension,36000,Monthly pension of INR 3000,50,,any,,BPL,,,false,false,false,false,false,true,false,Fisherman ID|Aadhaar Card|Age Proof,state,https://sspensions.ap.gov.in/
vidya-sahay-gujarat,Vidya Sahay Yojana (Gujarat),Gujarat Government,Education Department,Scholarships for students belonging to SC and ST categories,scholarship,,Annual scholarship for primary and secondary education,,,any,,,,,false,false,true,false,false,false,false,Caste Certificate|School Certificate|Aadhaar Card,state,https://digitalgujarat.gov.in/
pension-destitute-women-up,Destitute Women Pension Scheme (UP),Uttar Pradesh Government,Department of Women and Child Welfare,Financial aid for women who are destitute or widows,pension,12000,Monthly pension of INR 1000 for destitute women,18,,female,2000000,,,,false,true,false,false,false,false,false,Widow Certificate|Income Certificate|Aadhaar Card,state,https://sspy-up.gov.in/
kisan-udyami-loan-up,Mukhyamantri Yuva Swarozgar Yojana,Uttar Pradesh Government,Department of Industries,Loan with subsidy for youth to start their own business,loan,2500000,""Loan up to 25 Lakh for industries and 10 Lakh for service sector"",18,40,any,,,,,false,false,false,false,false,false,false,Educational Proof|Business Plan|Aadhaar Card|PAN Card,state,https://diupmsme.upsdc.gov.in/
swavalamban-card-pension,Divyangjan Swavalamban Yojana,Ministry of Social Justice and Empowerment,NHFDC,Financial assistance for persons with disabilities for entrepreneurship,loan,5000000,""Loans at low interest rates (5-8%) for starting a business"",18,60,any,,,,,true,false,false,false,false,false,false,UDID Card|Business Plan|Aadhaar Card,central,https://www.nhfdc.nic.in/
pension-blind-delhi,Blind Pension Scheme,Delhi Government,Social Welfare Department,Social security for visually impaired residents,pension,30000,Monthly pension of INR 2500 for blind persons,,,any,100000,,,,true,false,false,false,false,false,false,Disability Certificate|Residence Proof|Aadhaar Card,state,https://edistrict.delhigovt.nic.in/
mukhya-mantri-sahay-kerala,Chief Minister’s Distress Relief Fund,Kerala Government,Revenue Department,Financial assistance for citizens facing severe medical or natural distress,subsidy,300000,Financial aid based on the severity of distress and medical reports,,,any,,BPL|LIG,,,false,false,false,false,false,false,false,Medical Certificate|Income Certificate|Aadhaar Card,state,https://cmdrf.kerala.gov.in/
mukhya-mantri-pension-haryana,Old Age Samman Allowance,Haryana Government,Social Justice and Empowerment Department,Monthly allowance to senior citizens for a dignified life,pension,33000,Monthly allowance of INR 2750 for those above 60 years,60,,any,200000,,,,false,false,false,false,true,false,false,Age Proof|Aadhaar Card|Residence Proof|Income Proof,state,https://socialjusticehry.gov.in/
pension-divyang-haryana,Haryana Disability Pension Scheme,Haryana Government,Social Justice and Empowerment Department,Financial help for persons with 60% or more disability,pension,33000,Monthly pension of INR 2750,18,,any,200000,,,,true,false,false,false,false,false,false,Disability Certificate|Aadhaar Card|Residence Proof,state,https://socialjusticehry.gov.in/
bhagyalaxmi-bond-karnataka,Bhagyalaxmi Scheme (Bond),Karnataka Government,,Bond given to girl children of BPL families,other,100000,""Lump sum of 1 Lakh after completion of 18 years"",0,1,female,,BPL,,,false,false,false,false,false,true,false,Birth Certificate|BPL Card|Aadhaar Card,state,https://dwcd.karnataka.gov.in/
annapurna-scheme-pension,Annapurna Scheme,Ministry of Rural Development,Department of Rural Development,Food security for senior citizens not covered under old age pension,subsidy,,10 kg of free food grains per month to eligible senior citizens,65,,any,,BPL,,,false,false,false,false,true,true,false,Aadhaar Card|Ration Card|Age Proof,central,https://nsap.nic.in/
pension-for-widows-kerala,Indira Gandhi National Widow Pension,Kerala Government,Local Self Government Department,Social security for widows in Kerala,pension,19200,Monthly pension of INR 1600,18,,female,,BPL,,,false,true,false,false,false,true,false,Widow Certificate|BPL Card|Aadhaar Card,state,https://socialsecuritypension.kerala.gov.in/
pension-for-elderly-kerala,Indira Gandhi National Old Age Pension,Kerala Government,Local Self Government Department,Financial aid for senior citizens in Kerala,pension,19200,Monthly pension of INR 1600 for those above 60 years,60,,any,,BPL,,,false,false,false,false,true,true,false,Age Proof|BPL Card|Aadhaar Card,state,https://socialsecuritypension.kerala.gov.in/
rajasthan-shramik-kanyadan,Shramik Kanyadan Yojana (Rajasthan),Rajasthan Government,Labour Department,Financial assistance for daughter's marriage of registered workers,subsidy,51000,One-time assistance of INR 31000 to 51000 for marriage,18,,female,,,,,false,false,false,false,false,false,false,Labour Card|Marriage Card|Aadhaar Card,state,https://labour.rajasthan.gov.in/
punjab-ashirwad-scheme,Ashirwad Scheme (Punjab),Punjab Government,Department of Social Justice Empowerment and Minorities,Financial aid for daughter's marriage to low income families,subsidy,51000,One-time financial assistance of INR 51000 for marriage,18,,female,32700,SC|ST|OBC|BPL|EWS,,,false,false,false,false,false,false,false,Caste Certificate|Marriage Proof|Aadhaar Card|Income Certificate,state,https://sswcd.punjab.gov.in/
up-vivah-hetu-anudan,UP Shadi Anudan Yojana,Uttar Pradesh Government,Social Welfare Department,Financial assistance for marriage of girls from low income families,subsidy,20000,One-time financial assistance of INR 20000 for marriage,18,,female,46080,SC|ST|OBC|Minority|General,,,false,false,false,false,false,false,false,Income Certificate|Caste Certificate|Marriage Invitation|Aadhaar,state,https://shadianudan.upsdc.gov.in/
telangana-kalyana-lakshmi,Kalyana Lakshmi / Shaadi Mubarak,Telangana Government,Minority Welfare Department,Financial assistance for marriage of girls from SC ST and Minority families,subsidy,100116,One-time financial assistance of INR 100116 for marriage,18,,female,200000,SC|ST|OBC|Minority,,,false,false,false,false,false,false,false,Caste Certificate|Marriage Proof|Aadhaar Card|Income Certificate,state,https://telanganaepass.cgg.gov.in/
shravan-bal-pension-maha,Shravan Bal Seva Nivruttivetan,Maharashtra Government,Social Justice and Special Assistance,Pension for elderly citizens belonging to BPL/APL,pension,18000,Monthly pension of INR 1500 for those above 65 years,65,,any,21000,BPL|APL,,,false,false,false,false,true,true,false,Age Proof|Income Certificate|Aadhaar Card|Ration Card,state,https://sjsa.maharashtra.gov.in/
mukhyamantri-yuva-nestam,Mukhyamantri Yuva Nestam,Andhra Pradesh Government,,Unemployment allowance for educated youth (intermittent status),subsidy,12000,Monthly allowance of INR 1000 to 2000 for unemployed graduates,22,35,any,,,,,false,false,false,false,false,false,false,Degree Certificate|Aadhaar Card|Employment Registration,state,https://yuvanestam.ap.gov.in/
pension-for-transgender-odisha,Transgender Pension Scheme,Odisha Government,Social Security and Empowerment of PwDs,Financial support for transgender persons for a dignified life,pension,12000,Monthly pension of INR 1000,,,any,,BPL,,,false,false,false,false,false,true,false,Transgender ID|Aadhaar Card|Residence Proof,state,https://ssepd.gov.in/
mukhya-mantri-sahayata-up,Chief Minister’s Distress Relief Fund (UP),Uttar Pradesh Government,,Financial aid for treatment of critical illnesses,healthcare,500000,Financial assistance for surgeries and treatment in government/private hospitals,,,any,,BPL|LIG,,,false,false,false,false,false,false,false,Estimate from Hospital|Aadhaar Card|Income Certificate,state,https://up.gov.in/
